Product ID,Product Name,Launch Date,Budget (USD),Actual Cost (USD),Key Features,Customer Feedback Score,Market Performance
PDD0750,Product 750,2033-05-15,155186,170704.61527178992,Feature 1,3.3,Low
PDD0751,Product 751,2033-05-22,84674,93141.45881999351,Feature 2,2.7,Low
PDD0752,Product 752,2033-05-29,96271,105898.15086682496,Feature 3,4.4,Medium
PDD0753,Product 753,2033-06-05,123688,136056.5568286429,Feature 4,4.6,High
PDD0754,Product 754,2033-06-12,161076,177183.59026918112,Feature 5,4.5,Medium
PDD0755,Product 755,2033-06-19,191339,210472.7490578087,Feature 6,4.9,High
PDD0756,Product 756,2033-06-26,51062,56168.17242727476,Feature 7,1.1,High
PDD0757,Product 757,2033-07-03,100448,110492.78762104122,Feature 8,4.4,Medium
PDD0758,Product 758,2033-07-10,145462,160008.2976148358,Feature 9,4.0,Medium
PDD0759,Product 759,2033-07-17,187301,206031.0969884533,Feature 10,1.9,High
PDD0760,Product 760,2033-07-24,97915,107706.52592180185,Feature 1,4.8,High
PDD0761,Product 761,2033-07-31,54632,60095.27930563807,Feature 2,1.6,High
PDD0762,Product 762,2033-08-07,154592,170051.322775226,Feature 3,3.7,Medium
PDD0763,Product 763,2033-08-14,184668,203134.7876986077,Feature 4,1.9,High
PDD0764,Product 764,2033-08-21,159779,175756.9094179442,Feature 5,2.7,Low
PDD0765,Product 765,2033-08-28,187240,205964.00100233025,Feature 6,3.9,Medium
PDD0766,Product 766,2033-09-04,158099,173908.84574010357,Feature 7,3.3,Low
PDD0767,Product 767,2033-09-11,57561,63317.02308847766,Feature 8,2.7,Low
PDD0768,Product 768,2033-09-18,132152,145366.97281140837,Feature 9,2.3,Low
PDD0769,Product 769,2033-09-25,175036,192539.49233390656,Feature 10,4.4,Medium
PDD0770,Product 770,2033-10-02,174049,191453.7221369167,Feature 1,1.6,High
PDD0771,Product 771,2033-10-09,76734,84407.52551984845,Feature 2,2.7,Low
PDD0772,Product 772,2033-10-16,187443,206187.31884160085,Feature 3,4.6,High
PDD0773,Product 773,2033-10-23,76069,83675.88740610272,Feature 4,4.4,Medium
PDD0774,Product 774,2033-10-30,62910,69200.9282514814,Feature 5,2.6,Low
PDD0775,Product 775,2033-11-06,123479,135826.90297792634,Feature 6,4.1,Medium
PDD0776,Product 776,2033-11-13,131264,144390.31520201225,Feature 7,4.3,Medium
PDD0777,Product 777,2033-11-20,73275,80602.51740185566,Feature 8,4.6,High
PDD0778,Product 778,2033-11-27,122274,134501.4245733983,Feature 9,3.2,Low
PDD0779,Product 779,2033-12-04,150776,165853.51386162976,Feature 10,1.8,High
PDD0780,Product 780,2033-12-11,98447,108291.61195380353,Feature 1,2.0,High
PDD0781,Product 781,2033-12-18,176394,194033.49621993548,Feature 2,2.2,Low
PDD0782,Product 782,2033-12-25,125703,138273.2947140046,Feature 3,3.4,Low
PDD0783,Product 783,2034-01-01,126090,138698.92189795707,Feature 4,1.1,High
PDD0784,Product 784,2034-01-08,67260,73985.96294936983,Feature 5,3.5,Low
PDD0785,Product 785,2034-01-15,162581,178838.99894059132,Feature 6,2.5,Low
PDD0786,Product 786,2034-01-22,53812,59193.193281641936,Feature 7,2.2,Low
PDD0787,Product 787,2034-01-29,166148,182762.88316283078,Feature 8,4.5,Medium
PDD0788,Product 788,2034-02-05,166421,183063.09723293324,Feature 9,2.8,Low
PDD0789,Product 789,2034-02-12,51605,56765.736363344375,Feature 10,1.4,High
PDD0790,Product 790,2034-02-19,122303,134533.34213595683,Feature 1,4.3,Medium
PDD0791,Product 791,2034-02-26,126125,138737.52299544477,Feature 2,1.2,High
PDD0792,Product 792,2034-03-05,194990,214488.90916978693,Feature 3,3.9,Medium
PDD0793,Product 793,2034-03-12,174040,191443.97614665533,Feature 4,4.1,Medium
PDD0794,Product 794,2034-03-19,194118,213529.72209861572,Feature 5,2.4,Low
PDD0795,Product 795,2034-03-26,54324,59756.18343547716,Feature 6,4.3,Medium
PDD0796,Product 796,2034-04-02,126323,138955.39742622222,Feature 7,3.1,Low
PDD0797,Product 797,2034-04-09,59111,65022.04885494445,Feature 8,2.9,Low
PDD0798,Product 798,2034-04-16,66389,73027.82395999257,Feature 9,1.2,High
PDD0799,Product 799,2034-04-23,172177,189394.7210570034,Feature 10,2.2,Low
PDD0800,Product 800,2034-04-30,91427,100569.75124995524,Feature 1,4.7,High
PDD0801,Product 801,2034-05-07,172883,190171.26792251674,Feature 2,2.6,Low
PDD0802,Product 802,2034-05-14,181189,199307.89973983326,Feature 3,3.2,Low
PDD0803,Product 803,2034-05-21,175808,193388.87461874075,Feature 4,3.1,Low
PDD0804,Product 804,2034-05-28,162221,178443.06398064055,Feature 5,3.4,Low
PDD0805,Product 805,2034-06-04,63234,69557.43023337418,Feature 6,1.2,High
PDD0806,Product 806,2034-06-11,103441,113784.93407553817,Feature 7,2.4,Low
PDD0807,Product 807,2034-06-18,50846,55930.47586810016,Feature 8,3.9,Medium
PDD0808,Product 808,2034-06-25,60954,67049.46055397781,Feature 9,1.8,High
PDD0809,Product 809,2034-07-02,129239,142162.7706441361,Feature 10,1.8,High
PDD0810,Product 810,2034-07-09,96514,106165.42341375472,Feature 1,1.0,High
PDD0811,Product 811,2034-07-16,138236,152059.58530012178,Feature 2,2.7,Low
PDD0812,Product 812,2034-07-23,147579,162336.86355327378,Feature 3,4.5,Medium
PDD0813,Product 813,2034-07-30,187541,206295.0171537231,Feature 4,1.2,High
PDD0814,Product 814,2034-08-06,92101,101311.19093400182,Feature 5,1.8,High
PDD0815,Product 815,2034-08-13,114323,125755.47298911546,Feature 6,2.2,Low
PDD0816,Product 816,2034-08-20,141922,156114.23001921628,Feature 7,3.9,Medium
PDD0817,Product 817,2034-08-27,177534,195287.4322490716,Feature 8,3.6,Medium
PDD0818,Product 818,2034-09-03,117584,129342.33176693703,Feature 9,2.7,Low
PDD0819,Product 819,2034-09-10,154537,169990.58039027682,Feature 10,4.0,Medium
PDD0820,Product 820,2034-09-17,128477,141324.69602610954,Feature 1,3.4,Low
PDD0821,Product 821,2034-09-24,92533,101786.2026250352,Feature 2,4.6,High
PDD0822,Product 822,2034-10-01,51828,57010.62273898717,Feature 3,4.3,Medium
PDD0823,Product 823,2034-10-08,51917,57108.78034458124,Feature 4,2.0,High
PDD0824,Product 824,2034-10-15,70618,77679.88521667883,Feature 5,2.1,Low
PDD0825,Product 825,2034-10-22,82254,90479.31411612271,Feature 6,1.5,High
PDD0826,Product 826,2034-10-29,155292,170821.22439643214,Feature 7,2.3,Low
PDD0827,Product 827,2034-11-05,97362,107098.3001952268,Feature 8,5.0,High
PDD0828,Product 828,2034-11-12,70128,77140.8205026687,Feature 9,2.6,Low
PDD0829,Product 829,2034-11-19,173781,191158.9806845354,Feature 10,1.9,High
PDD0830,Product 830,2034-11-26,115545,127099.4767106587,Feature 1,4.0,Medium
PDD0831,Product 831,2034-12-03,132180,145398.132680942,Feature 2,3.2,Low
PDD0832,Product 832,2034-12-10,137958,151753.82470266437,Feature 3,1.6,High
PDD0833,Product 833,2034-12-17,190937,210030.75391321033,Feature 4,2.5,Low
PDD0834,Product 834,2034-12-24,183291,201620.13416292195,Feature 5,2.7,Low
PDD0835,Product 835,2034-12-31,89809,98789.81444886421,Feature 6,4.0,Medium
PDD0836,Product 836,2035-01-07,166748,183422.7379154781,Feature 7,1.1,High
PDD0837,Product 837,2035-01-14,55287,60815.73388651571,Feature 8,2.1,Low
PDD0838,Product 838,2035-01-21,58512,64363.28168717801,Feature 9,3.1,Low
PDD0839,Product 839,2035-01-28,182414,200655.5099904951,Feature 10,2.1,Low
PDD0840,Product 840,2035-02-04,158872,174759.11418944554,Feature 1,3.5,Low
PDD0841,Product 841,2035-02-11,143070,157377.04331205346,Feature 2,2.9,Low
PDD0842,Product 842,2035-02-18,129767,142743.81870441118,Feature 3,2.4,Low
PDD0843,Product 843,2035-02-25,147829,162611.801291823,Feature 4,4.8,High
PDD0844,Product 844,2035-03-04,92078,101285.94867471358,Feature 5,3.5,Low
PDD0845,Product 845,2035-03-11,156288,171916.96389408276,Feature 6,1.5,High
PDD0846,Product 846,2035-03-18,133524,146876.66250863398,Feature 7,3.2,Low
PDD0847,Product 847,2035-03-25,62219,68440.92309334408,Feature 8,4.1,Medium
PDD0848,Product 848,2035-04-01,50235,55258.52364246763,Feature 9,3.8,Medium
PDD0849,Product 849,2035-04-08,92929,102221.98269943892,Feature 10,1.7,High
PDD0850,Product 850,2035-04-15,177309,195039.97978026734,Feature 1,4.9,High
PDD0851,Product 851,2035-04-22,117444,129188.51263668611,Feature 2,2.8,Low
PDD0852,Product 852,2035-04-29,189639,208602.97840331806,Feature 3,1.6,High
PDD0853,Product 853,2035-05-06,151834,167017.3893938091,Feature 4,1.7,High
PDD0854,Product 854,2035-05-13,134555,148010.6221997121,Feature 5,1.4,High
PDD0855,Product 855,2035-05-20,123698,136067.69287458505,Feature 6,4.2,Medium
PDD0856,Product 856,2035-05-27,174450,191895.0005852337,Feature 7,1.5,High
PDD0857,Product 857,2035-06-03,186487,205135.8563735616,Feature 8,1.5,High
PDD0858,Product 858,2035-06-10,93925,103317.3749753502,Feature 9,4.4,Medium
PDD0859,Product 859,2035-06-17,187023,205725.2322524343,Feature 10,2.4,Low
PDD0860,Product 860,2035-06-24,137388,151126.86717472912,Feature 1,1.1,High
PDD0861,Product 861,2035-07-01,58007,63807.73939119733,Feature 2,1.2,High
PDD0862,Product 862,2035-07-08,108596,119455.51249745925,Feature 3,1.6,High
PDD0863,Product 863,2035-07-15,171101,188211.05838059974,Feature 4,1.9,High
PDD0864,Product 864,2035-07-22,138861,152746.98192179375,Feature 5,3.7,Medium
PDD0865,Product 865,2035-07-29,136740,150414.09804849996,Feature 6,1.6,High
PDD0866,Product 866,2035-08-05,65524,72076.37441186424,Feature 7,1.5,High
PDD0867,Product 867,2035-08-12,181149,199264.0792155911,Feature 8,4.1,Medium
PDD0868,Product 868,2035-08-19,175501,193051.10811002442,Feature 9,3.7,Medium
PDD0869,Product 869,2035-08-26,70611,77672.07802596966,Feature 10,2.7,Low
PDD0870,Product 870,2035-09-02,198056,217861.56831782387,Feature 1,3.2,Low
PDD0871,Product 871,2035-09-09,64060,70465.97558001649,Feature 2,2.2,Low
PDD0872,Product 872,2035-09-16,93303,102633.31108210952,Feature 3,2.9,Low
PDD0873,Product 873,2035-09-23,89711,98682.35124075766,Feature 4,3.0,Low
PDD0874,Product 874,2035-09-30,193026,212328.566114033,Feature 5,2.5,Low
PDD0875,Product 875,2035-10-07,123340,135673.96936465392,Feature 6,4.6,High
PDD0876,Product 876,2035-10-14,152974,168271.4065593846,Feature 7,1.1,High
PDD0877,Product 877,2035-10-21,199646,219610.70902745065,Feature 8,4.1,Medium
PDD0878,Product 878,2035-10-28,190256,209281.4579015439,Feature 9,1.5,High
PDD0879,Product 879,2035-11-04,117728,129500.84550927371,Feature 10,4.2,Medium
PDD0880,Product 880,2035-11-11,61246,67370.5182574824,Feature 1,3.5,Low
PDD0881,Product 881,2035-11-18,199453,219398.35532726892,Feature 2,4.4,Medium
PDD0882,Product 882,2035-11-25,177796,195575.55062400576,Feature 3,1.4,High
PDD0883,Product 883,2035-12-02,142263,156489.06958976603,Feature 4,3.2,Low
PDD0884,Product 884,2035-12-09,185090,203599.0369577603,Feature 5,3.0,Low
PDD0885,Product 885,2035-12-16,61302,67432.23611447704,Feature 6,3.8,Medium
PDD0886,Product 886,2035-12-23,117506,129256.54209196915,Feature 7,3.1,Low
PDD0887,Product 887,2035-12-30,91157,100272.63616561399,Feature 8,3.2,Low
PDD0888,Product 888,2036-01-06,104917,115408.56886272751,Feature 9,2.7,Low
PDD0889,Product 889,2036-01-13,146646,161310.67730999415,Feature 10,2.2,Low
PDD0890,Product 890,2036-01-20,133122,146434.28822157826,Feature 1,2.9,Low
PDD0891,Product 891,2036-01-27,74519,81970.8120949115,Feature 2,1.5,High
PDD0892,Product 892,2036-02-03,130910,144000.94600655403,Feature 3,4.8,High
PDD0893,Product 893,2036-02-10,170430,187472.99367108793,Feature 4,3.9,Medium
PDD0894,Product 894,2036-02-17,121324,133456.62708652814,Feature 5,4.8,High
PDD0895,Product 895,2036-02-24,55408,60948.85451217476,Feature 6,1.9,High
PDD0896,Product 896,2036-03-02,109379,120316.8056584485,Feature 7,4.5,Medium
PDD0897,Product 897,2036-03-09,75053,82558.33037803095,Feature 8,4.2,Medium
PDD0898,Product 898,2036-03-16,190518,209569.66233084595,Feature 9,3.7,Medium
PDD0899,Product 899,2036-03-23,181994,200193.47179903102,Feature 10,3.5,Low
PDD0900,Product 900,2036-03-30,148723,163595.46755473939,Feature 1,2.3,Low
PDD0901,Product 901,2036-04-06,101356,111491.76797916851,Feature 2,4.3,Medium
PDD0902,Product 902,2036-04-13,60789,66867.97348935036,Feature 3,3.0,Low
PDD0903,Product 903,2036-04-20,147720,162491.9416587644,Feature 4,1.3,High
PDD0904,Product 904,2036-04-27,116656,128321.46990982436,Feature 5,2.3,Low
PDD0905,Product 905,2036-05-04,94028,103430.65997949567,Feature 6,4.7,High
PDD0906,Product 906,2036-05-11,114484,125932.11937828906,Feature 7,4.4,Medium
PDD0907,Product 907,2036-05-18,82154,90369.4693855763,Feature 8,4.9,High
PDD0908,Product 908,2036-05-25,52336,57569.58971644798,Feature 9,3.5,Low
PDD0909,Product 909,2036-06-01,153677,169044.79092161666,Feature 10,2.0,High
PDD0910,Product 910,2036-06-08,117779,129557.04280314854,Feature 1,1.7,High
PDD0911,Product 911,2036-06-15,69029,75931.9099905544,Feature 2,1.7,High
PDD0912,Product 912,2036-06-22,109201,120121.11459616097,Feature 3,1.1,High
PDD0913,Product 913,2036-06-29,82265,90491.45356796557,Feature 4,2.6,Low
PDD0914,Product 914,2036-07-06,152916,168207.56539155828,Feature 5,1.8,High
PDD0915,Product 915,2036-07-13,96197,105816.77284699125,Feature 6,2.6,Low
PDD0916,Product 916,2036-07-20,175733,193306.28256249698,Feature 7,4.7,High
PDD0917,Product 917,2036-07-27,121907,134097.66809923333,Feature 8,2.7,Low
PDD0918,Product 918,2036-08-03,178876,196763.59816831406,Feature 9,4.5,Medium
PDD0919,Product 919,2036-08-10,114435,125878.58863301962,Feature 10,3.4,Low
PDD0920,Product 920,2036-08-17,90631,99694.03073384422,Feature 1,2.0,High
PDD0921,Product 921,2036-08-24,179038,196941.79334714825,Feature 2,2.4,Low
PDD0922,Product 922,2036-08-31,70103,77113.32452778379,Feature 3,1.3,High
PDD0923,Product 923,2036-09-07,114772,126249.31602219037,Feature 4,2.3,Low
PDD0924,Product 924,2036-09-14,176108,193718.77607032235,Feature 5,3.7,Medium
PDD0925,Product 925,2036-09-21,64382,70820.1282176614,Feature 6,1.3,High
PDD0926,Product 926,2036-09-28,134291,147720.05156390558,Feature 7,1.8,High
PDD0927,Product 927,2036-10-05,151195,166314.6053057433,Feature 8,2.5,Low
PDD0928,Product 928,2036-10-12,184828,203311.00333052987,Feature 9,4.9,High
PDD0929,Product 929,2036-10-19,70609,77669.76862421865,Feature 10,4.1,Medium
PDD0930,Product 930,2036-10-26,197550,217304.89046983852,Feature 1,3.9,Medium
PDD0931,Product 931,2036-11-02,125683,138251.28312032134,Feature 2,1.5,High
PDD0932,Product 932,2036-11-09,174714,192185.41109560963,Feature 3,4.1,Medium
PDD0933,Product 933,2036-11-16,180330,198363.0786969566,Feature 4,4.1,Medium
PDD0934,Product 934,2036-11-23,121315,133446.41088669913,Feature 5,3.4,Low
PDD0935,Product 935,2036-11-30,127834,140617.29368909635,Feature 6,5.0,High
PDD0936,Product 936,2036-12-07,176205,193825.51380871533,Feature 7,2.3,Low
PDD0937,Product 937,2036-12-14,64153,70568.27415992798,Feature 8,4.8,High
PDD0938,Product 938,2036-12-21,126325,138957.59267209977,Feature 9,4.7,High
PDD0939,Product 939,2036-12-28,194071,213478.14873598033,Feature 10,1.0,High
PDD0940,Product 940,2037-01-04,105318,115849.85553793477,Feature 1,2.8,Low
PDD0941,Product 941,2037-01-11,181886,200074.58955186536,Feature 2,4.9,High
PDD0942,Product 942,2037-01-18,165033,181536.53555802588,Feature 3,1.4,High
PDD0943,Product 943,2037-01-25,126077,138684.61622520184,Feature 4,3.2,Low
PDD0944,Product 944,2037-02-01,140474,154521.4610809834,Feature 5,4.9,High
PDD0945,Product 945,2037-02-08,183515,201866.37303100133,Feature 6,3.2,Low
PDD0946,Product 946,2037-02-15,123319,135650.79265323226,Feature 7,1.8,High
PDD0947,Product 947,2037-02-22,175885,193473.43926544016,Feature 8,3.3,Low
PDD0948,Product 948,2037-03-01,159777,175754.86293233366,Feature 9,1.8,High
PDD0949,Product 949,2037-03-08,67368,74104.82638944304,Feature 10,3.1,Low
PDD0950,Product 950,2037-03-15,196400,216039.94095219317,Feature 1,1.3,High
PDD0951,Product 951,2037-03-22,141751,155926.13744363262,Feature 2,3.4,Low
PDD0952,Product 952,2037-03-29,77306,85036.60351478815,Feature 3,3.1,Low
PDD0953,Product 953,2037-04-05,87219,95940.85080266309,Feature 4,4.0,Medium
PDD0954,Product 954,2037-04-12,110279,121306.76033711444,Feature 5,3.5,Low
PDD0955,Product 955,2037-04-19,103028,113330.94385424846,Feature 6,3.2,Low
PDD0956,Product 956,2037-04-26,154263,169689.3209818129,Feature 7,3.8,Medium
PDD0957,Product 957,2037-05-03,50126,55138.81737383735,Feature 8,1.6,High
PDD0958,Product 958,2037-05-10,102329,112561.99403216207,Feature 9,3.4,Low
PDD0959,Product 959,2037-05-17,77632,85395.25513197249,Feature 10,1.7,High
PDD0960,Product 960,2037-05-24,159945,175939.45647956713,Feature 1,4.7,High
PDD0961,Product 961,2037-05-31,105176,115693.49046544362,Feature 2,1.3,High
PDD0962,Product 962,2037-06-07,184869,203355.87822690158,Feature 3,2.7,Low
PDD0963,Product 963,2037-06-14,194790,214268.8875707406,Feature 4,3.8,Medium
PDD0964,Product 964,2037-06-21,84560,93016.06501903808,Feature 5,2.8,Low
PDD0965,Product 965,2037-06-28,126589,139248.0632652498,Feature 6,1.4,High
PDD0966,Product 966,2037-07-05,72116,79327.5739087734,Feature 7,3.2,Low
PDD0967,Product 967,2037-07-12,182717,200988.79444909724,Feature 8,3.6,Medium
PDD0968,Product 968,2037-07-19,174085,191493.431077093,Feature 9,3.8,Medium
PDD0969,Product 969,2037-07-26,167718,184489.76975331618,Feature 10,2.5,Low
PDD0970,Product 970,2037-08-02,69256,76181.51850360155,Feature 1,3.3,Low
PDD0971,Product 971,2037-08-09,150158,165173.5866866965,Feature 2,2.8,Low
PDD0972,Product 972,2037-08-16,169719,186690.89634666505,Feature 3,3.7,Medium
PDD0973,Product 973,2037-08-23,118244,130068.41284517376,Feature 4,3.3,Low
PDD0974,Product 974,2037-08-30,192766,212042.70658609987,Feature 5,3.1,Low
PDD0975,Product 975,2037-09-06,106264,116890.47954382528,Feature 6,2.0,High
PDD0976,Product 976,2037-09-13,107545,118299.58089528992,Feature 7,1.0,High
PDD0977,Product 977,2037-09-20,89224,98146.3025963777,Feature 8,1.7,High
PDD0978,Product 978,2037-09-27,147945,162739.54594973061,Feature 9,1.5,High
PDD0979,Product 979,2037-10-04,63224,69546.55825939655,Feature 10,2.8,Low
PDD0980,Product 980,2037-10-11,90738,99811.83798678507,Feature 1,3.4,Low
PDD0981,Product 981,2037-10-18,113731,125104.28285936131,Feature 2,1.9,High
PDD0982,Product 982,2037-10-25,189649,208614.10189661113,Feature 3,4.8,High
PDD0983,Product 983,2037-11-01,58070,63876.97315317298,Feature 4,1.0,High
PDD0984,Product 984,2037-11-08,176161,193777.0303060255,Feature 5,4.1,Medium
PDD0985,Product 985,2037-11-15,58666,64532.52385378347,Feature 6,3.5,Low
PDD0986,Product 986,2037-11-22,107761,118536.948386418,Feature 7,2.5,Low
PDD0987,Product 987,2037-11-29,86368,95004.74815971006,Feature 8,1.2,High
PDD0988,Product 988,2037-12-06,187855,206640.620766545,Feature 9,3.5,Low
PDD0989,Product 989,2037-12-13,91914,101105.17959624248,Feature 10,2.5,Low
PDD0990,Product 990,2037-12-20,177738,195511.69625465994,Feature 1,4.7,High
PDD0991,Product 991,2037-12-27,117526,129278.58728685584,Feature 2,3.2,Low
PDD0992,Product 992,2038-01-03,69956,76951.51228147994,Feature 3,4.8,High
PDD0993,Product 993,2038-01-10,96240,105863.94727140559,Feature 4,1.9,High
PDD0994,Product 994,2038-01-17,171008,188108.74876703258,Feature 5,3.9,Medium
PDD0995,Product 995,2038-01-24,144270,158696.974245978,Feature 6,3.5,Low
PDD0996,Product 996,2038-01-31,54757,60232.62705453039,Feature 7,4.0,Medium
PDD0997,Product 997,2038-02-07,69097,76006.61887867862,Feature 8,1.9,High
PDD0998,Product 998,2038-02-14,191467,210613.7934309746,Feature 9,3.7,Medium
PDD0999,Product 999,2038-02-21,197313,217044.4049654178,Feature 10,3.0,Low
PDD1000,Product 1000,2038-02-28,153892,169281.06194566548,Feature 1,4.0,Medium
